nome;uf;cod_tse;cod_ibge
CORONEL PACHECO;MG;43915;3119609
CORONEL PILAR;RS;89184;4305934
CORONEL SAPUCAIA;MS;98590;5003157
CORONEL VIVIDA;PR;75272;4106506
CORONEL XAVIER CHAVES;MG;43931;3119708
CORREIA PINTO;SC;83950;4204558
CORRENTES;PE;23930;2604700
CORRENTE;PI;10570;2202901
CORRENTINA;BA;34851;2909307
CORTÊS;PE;23957;2604809
CORUMBATAÍ DO SUL;PR;75280;4106555
CORUMBATAÍ;SP;63550;3512704
CORUMBAÍBA;GO;93190;5205901
CORUMBIARA;RO;655;1100072
CORUMBÁ DE GOIÁS;GO;93173;5205802
CORUMBÁ;MS;90638;5003207
CORUPÁ;SC;80870;4204509
CORURIPE;AL;27456;2702306
COSMORAMA;SP;63592;3512902
COSMÓPOLIS;SP;63576;3512803
COSTA MARQUES;RO;213;1100080
COSTA RICA;MS;98035;5003256
COTEGIPE;BA;34878;2909406
COTIA;SP;63614;3513009
COTIPORÃ;RS;89770;4305959
COTRIGUAÇU;MT;90425;5103379
COUTO DE MAGALHÃES DE MINAS;MG;44016;3120102
COUTO DE MAGALHÃES;TO;93211;1706001
COXILHA;RS;86649;4305975
COXIM;MS;90654;5003306
COXIXOLA;PB;19704;2504850
CRATEÚS;CE;13838;2304103
CRATO;CE;13854;2304202
CRAVINHOS;SP;63630;3513108
CRAVOLÂNDIA;BA;34894;2909505
CRAÍBAS;AL;28894;2702355
CRICIÚMA;SC;80896;4204608
CRISSIUMAL;RS;86177;4306007
CRISTAIS PAULISTA;SP;63657;3513207
CRISTAIS;MG;44032;3120201
CRISTAL DO SUL;RS;88528;4306072
CRISTALINA;GO;93254;5206206
CRISTAL;RS;85464;4306056
CRISTALÂNDIA DO PIAUÍ;PI;10596;2203008
CRISTALÂNDIA;TO;93238;1706100
CRISTIANO OTONI;MG;44075;3120409
CRISTIANÓPOLIS;GO;93270;5206305
CRISTINA;MG;44091;3120508
CRISTINO CASTRO;PI;10618;2203107
CRISTINÁPOLIS;SE;31330;2801702
CRISTÁLIA;MG;44059;3120300
CRISTÓPOLIS;BA;34932;2909703
CRISÓLITA;MG;41963;3120151
CRISÓPOLIS;BA;34916;2909604
CRIXÁS DO TOCANTINS;TO;73555;1706258
CRIXÁS;GO;93297;5206404
CROATÁ;CE;15881;2304236
CROMÍNIA;GO;93319;5206503
CRUCILÂNDIA;MG;44113;3120607
CRUZ ALTA;RS;86193;4306106
CRUZ DAS ALMAS;BA;34959;2909802
CRUZ DO ESPÍRITO SANTO;PB;19992;2504900
CRUZ MACHADO;PR;75337;4106803
CRUZALTENSE;RS;89206;4306130
CRUZEIRO DA FORTALEZA;MG;44130;3120706
CRUZEIRO DO IGUAÇU;PR;74241;4106571
CRUZEIRO DO OESTE;PR;75299;4106605
CRUZEIRO DO SUL;AC;1074;1200203
CRUZEIRO DO SUL;PR;75310;4106704
CRUZEIRO DO SUL;RS;86215;4306205
CRUZEIRO;SP;63690;3513405
CRUZETA;RN;16594;2403004
CRUZMALTINA;PR;75264;4106852
CRUZ;CE;15890;2304251
CRUZÁLIA;SP;63673;3513306
CRUZÍLIA;MG;44156;3120805
CUBATI;PB;20010;2505006
CUBATÃO;SP;63711;3513504
CUIABÁ;MT;90670;5103403
CUITEGI;PB;20052;2505204
CUITÉ DE MAMANGUAPE;PB;19089;2505238
CUITÉ;PB;20036;2505105
CUJUBIM;RO;680;1100940
CUMARI;GO;93335;5206602
CUMARU DO NORTE;PA;4529;1502764
CUMARU;PE;23973;2604908
CUMBE;SE;31372;2801900
CUNHA PORÃ;SC;80918;4204707
CUNHATAÍ;SC;81620;4204756
CUNHA;SP;63738;3513603
CUPARAQUE;MG;41980;3120839
CUPIRA;PE;23990;2605004
CURAÇÁ;BA;34975;2909901
CURIMATÁ;PI;10634;2203206
CURIONÓPOLIS;PA;5851;1502772
CURITIBANOS;SC;80934;4204806
CURITIBA;PR;75353;4106902
CURIÚVA;PR;75370;4107009
CURRAIS NOVOS;RN;16616;2403103
CURRAIS;PI;10766;2203230
CURRAL DE CIMA;PB;19100;2505279
CURRAL DE DENTRO;MG;42005;3120870
CURRAL NOVO DO PIAUÍ;PI;12181;2203271
CURRAL VELHO;PB;20079;2505303
CURRALINHOS;PI;12580;2203255
CURRALINHO;PA;4553;1502806
CURURUPU;MA;7714;2103703
CURUÁ;PA;4740;1502855
CURUÇÁ;PA;4570;1502905
CURVELO;MG;44172;3120904
CURVELÂNDIA;MT;89800;5103437
CUSTÓDIA;PE;24015;2605103
CUTIAS;AP;6068;1600212
CÁCERES;MT;90476;5102504
CÁSSIA DOS COQUEIROS;SP;63193;3510906
CÁSSIA;MG;43010;3115102
CÂNDIDO DE ABREU;PR;74853;4104402
CÂNDIDO GODÓI;RS;85839;4304309
CÂNDIDO MENDES;MA;7498;2102606
CÂNDIDO MOTA;SP;63010;3510005
CÂNDIDO RODRIGUES;SP;63037;3510104
CÂNDIDO SALES;BA;34339;2906709
CÉU AZUL;PR;79570;4105300
CÍCERO DANTAS;BA;34550;2907806
CÓRREGO DANTA;MG;43958;3119807
CÓRREGO DO BOM JESUS;MG;43974;3119906
CÓRREGO DO OURO;GO;93157;5205703
CÓRREGO FUNDO;MG;41947;3119955
CÓRREGO NOVO;MG;43990;3120003
CÔNEGO MARINHO;MG;41904;3117836
DAMIANÓPOLIS;GO;93351;5206701
DAMIÃO;PB;19275;2505352
DAMOLÂNDIA;GO;93378;5206800
DARCINÓPOLIS;TO;73032;1706506
DATAS;MG;44199;3121001
DAVID CANABARRO;RS;86231;4306304
DAVINÓPOLIS;GO;93394;5206909
DAVINÓPOLIS;MA;7242;2103752
DELFIM MOREIRA;MG;44210;3121100
DELFINÓPOLIS;MG;44237;3121209
DELMIRO GOUVEIA;AL;27472;2702405
DELTA;MG;42021;3121258
DEMERVAL LOBÃO;PI;10650;2203305
DENISE;MT;98337;5103452
DEODÁPOLIS;MS;91758;5003454
DEPUTADO IRAPUAN PINHEIRO;CE;15989;2304269
DERRUBADAS;RS;86665;4306320
DESCALVADO;SP;63754;3513702
DESCANSO;SC;80950;4204905
DESCOBERTO;MG;44253;3121308
DESTERRO DE ENTRE RIOS;MG;44270;3121407
DESTERRO DO MELO;MG;44296;3121506
DESTERRO;PB;20095;2505402
DEZESSEIS DE NOVEMBRO;RS;85049;4306353
DIADEMA;SP;63770;3513801
DIAMANTE D'OESTE;PR;75400;4107157
DIAMANTE DO NORTE;PR;75396;4107108
DIAMANTE DO SUL;PR;74268;4107124
DIAMANTE;PB;20133;2505600
DIAMANTINA;MG;44318;3121605
DIAMANTINO;MT;90697;5103502
DIANÓPOLIS;TO;93416;1707009
DIAS D'ÁVILA;BA;30872;2910057
DILERMANDO DE AGUIAR;RS;88188;4306379
DIOGO DE VASCONCELOS;MG;44334;3121704
DIONÍSIO CERQUEIRA;SC;80977;4205001
DIONÍSIO;MG;44350;3121803
DIORAMA;GO;93432;5207105
DIRCE REIS;SP;61123;3513850
DIRCEU ARCOVERDE;PI;12297;2203354
DIVINA PASTORA;SE;31399;2802007
DIVINO DAS LARANJEIRAS;MG;44415;3122108
DIVINO DE SÃO LOURENÇO;ES;56359;3201803
DIVINOLÂNDIA DE MINAS;MG;44431;3122207
DIVINOLÂNDIA;SP;63797;3513900
DIVINO;MG;44393;3122009
DIVINÉSIA;MG;44377;3121902
DIVINÓPOLIS DE GOIÁS;GO;93092;5208301
DIVINÓPOLIS DO TOCANTINS;TO;92185;1707108
DIVINÓPOLIS;MG;44458;3122306
DIVISA ALEGRE;MG;40126;3122355
DIVISA NOVA;MG;44474;3122405
DIVISÓPOLIS;MG;40142;3122454
DOBRADA;SP;63819;3514007
DOIS CÓRREGOS;SP;63835;3514106
DOIS IRMÃOS DAS MISSÕES;RS;86681;4306429
DOIS IRMÃOS DO BURITI;MS;91804;5003488
DOIS IRMÃOS DO TOCANTINS;TO;93459;1707207
DOIS IRMÃOS;RS;86258;4306403
DOIS LAJEADOS;RS;84824;4306452
DOIS RIACHOS;AL;27499;2702504
DOIS VIZINHOS;PR;75418;4107207
DOLCINÓPOLIS;SP;63851;3514205
DOM AQUINO;MT;90719;5103601
DOM BASÍLIO;BA;35017;2910107
DOM BOSCO;MG;42048;3122470
DOM CAVATI;MG;44490;3122504
DOM ELISEU;PA;5975;1502939
DOM EXPEDITO LOPES;PI;10677;2203404
DOM FELICIANO;RS;86274;4306502
DOM INOCÊNCIO;PI;10685;2203453
DOM JOAQUIM;MG;44512;3122603
DOM MACEDO COSTA;BA;35033;2910206
DOM PEDRITO;RS;86290;4306601
DOM PEDRO DE ALCÂNTARA;RS;88463;4306551
DOM PEDRO;MA;7730;2103802
DOM SILVÉRIO;MG;44539;3122702
DOM VIÇOSO;MG;44555;3122801
DOMINGOS MARTINS;ES;56375;3201902
DOMINGOS MOURÃO;PI;11410;2203420
DONA EMMA;SC;80993;4205100
DONA EUSÉBIA;MG;44571;3122900
DONA FRANCISCA;RS;86312;4306700
DONA INÊS;PB;20150;2505709
DORES DE CAMPOS;MG;44598;3123007
DORES DE GUANHÃES;MG;44610;3123106
DORES DO INDAIÁ;MG;44636;3123205
DORES DO RIO PRETO;ES;56391;3202009
DORES DO TURVO;MG;44652;3123304
DORESÓPOLIS;MG;44679;3123403
DORMENTES;PE;23140;2605152
DOURADINA;MS;98051;5003504
DOURADINA;PR;84654;4107256
DOURADOQUARA;MG;44695;3123502
DOURADOS;MS;90735;5003702
DOURADO;SP;63878;3514304
DOUTOR CAMARGO;PR;75434;4107306
DOUTOR MAURÍCIO CARDOSO;RS;84883;4306734
DOUTOR PEDRINHO;SC;80080;4205159
DOUTOR RICARDO;RS;88307;4306759
DOUTOR SEVERIANO;RN;16632;2403202
DOUTOR ULYSSES;PR;74942;4128633
DOVERLÂNDIA;GO;96750;5207253
DRACENA;SP;63894;3514403
DUARTINA;SP;63916;3514502
DUAS BARRAS;RJ;58319;3301603
DUAS ESTRADAS;PB;20176;2505808
DUERÉ;TO;93475;1707306
DUMONT;SP;63932;3514601
DUQUE BACELAR;MA;7757;2103901
DUQUE DE CAXIAS;RJ;58335;3301702
DURANDÉ;MG;40169;3123528
DÁRIO MEIRA;BA;34991;2910008
ECHAPORÃ;SP;63959;3514700
ECOPORANGA;ES;56413;3202108
EDEALINA;GO;92207;5207352
EDÉIA;GO;93491;5207402
EIRUNEPÉ;AM;2291;1301407
ELDORADO DO SUL;RS;86240;4306767
ELDORADO DOS CARAJÁS;PA;4120;1502954
ELDORADO;MS;91731;5003751
ELDORADO;SP;63975;3514809
ELESBÃO VELOSO;PI;10693;2203503
ELIAS FAUSTO;SP;63991;3514908
ELISEU MARTINS;PI;10715;2203602
ELISIÁRIO;SP;61760;3514924
ELÍSIO MEDRADO;BA;35050;2910305
ELÓI MENDES;MG;44717;3123601
EMAS;PB;20192;2505907
EMBAÚBA;SP;61182;3514957
EMBU DAS ARTES;SP;64017;3515004
EMBU-GUAÇU;SP;64033;3515103
EMILIANÓPOLIS;SP;61387;3515129
ENCANTADO;RS;86339;4306809
ENCANTO;RN;16659;2403301
ENCRUZILHADA DO SUL;RS;86355;4306908
ENCRUZILHADA;BA;35076;2910404
ENGENHEIRO BELTRÃO;PR;75477;4107504
ENGENHEIRO CALDAS;MG;44733;3123700
ENGENHEIRO COELHO;SP;61689;3515152
ENGENHEIRO NAVARRO;MG;44750;3123809
ENGENHEIRO PAULO DE FRONTIN;RJ;58351;3301801
ENGENHO VELHO;RS;86703;4306924
ENTRE FOLHAS;MG;40185;3123858
ENTRE RIOS DE MINAS;MG;44776;3123908
ENTRE RIOS DO OESTE;PR;74284;4107538
ENTRE RIOS DO SUL;RS;85928;4306957
ENTRE RIOS;BA;35092;2910503
ENTRE RIOS;SC;81426;4205175
ENTRE-IJUÍS;RS;85103;4306932
ENVIRA;AM;2313;1301506
ENÉAS MARQUES;PR;75450;4107405
EPITACIOLÂNDIA;AC;1112;1200252
EQUADOR;RN;16675;2403400
EREBANGO;RS;85081;4306973
ERECHIM;RS;86371;4307005
ERERÊ;CE;13200;2304277
ERMO;SC;81167;4205191
ERNESTINA;RS;85022;4307054
ERVAL GRANDE;RS;86410;4307203
ERVAL SECO;RS;86436;4307302
ERVAL VELHO;SC;81019;4205209
ERVÁLIA;MG;44792;3124005
ESCADA;PE;24031;2605202
ESMERALDAS;MG;44814;3124104
ESMERALDA;RS;86452;4307401
ESPERA FELIZ;MG;44830;3124203
ESPERANTINA;PI;10731;2203701
ESPERANTINA;TO;73296;1707405
ESPERANTINÓPOLIS;MA;7773;2104008
ESPERANÇA DO SUL;RS;88285;4307450
ESPERANÇA NOVA;PR;75302;4107520
ESPERANÇA;PB;20214;2506004
ESPIGÃO ALTO DO IGUAÇU;PR;75329;4107546
ESPIGÃO DO OESTE;RO;256;1100098
ESPINOSA;MG;44857;3124302
ESPLANADA;BA;35114;2910602
ESPUMOSO;RS;86479;4307500
ESPÍRITO SANTO DO DOURADO;MG;44873;3124401
ESPÍRITO SANTO DO PINHAL;SP;68659;3515186
ESPÍRITO SANTO DO TURVO;SP;61140;3515194
ESPÍRITO SANTO;RN;16691;2403509
ESTAÇÃO;RS;85286;4307559
ESTEIO;RS;86517;4307708
ESTIVA GERBI;SP;61662;3557303
ESTIVA;MG;44890;3124500
ESTREITO;MA;9636;2104057
ESTRELA D'OESTE;SP;64050;3515202
ESTRELA DALVA;MG;44911;3124609
ESTRELA DE ALAGOAS;AL;27049;2702553
ESTRELA DO INDAIÁ;MG;44938;3124708
ESTRELA DO NORTE;GO;93513;5207501
ESTRELA DO NORTE;SP;64076;3515301
ESTRELA DO SUL;MG;44954;3124807
ESTRELA VELHA;RS;88404;4307815
ESTRELA;RS;86533;4307807
ESTÂNCIA VELHA;RS;86495;4307609
ESTÂNCIA;SE;31410;2802106
EUCLIDES DA CUNHA PAULISTA;SP;61000;3515350
EUCLIDES DA CUNHA;BA;35130;2910701
EUGENÓPOLIS;MG;44970;3124906
EUGÊNIO DE CASTRO;RS;85448;4307831
EUNÁPOLIS;BA;30058;2910727
EUSÉBIO;CE;13226;2304285
EWBANK DA CÂMARA;MG;44997;3125002
EXTREMA;MG;45012;3125101
EXTREMOZ;RN;16713;2403608
EXU;PE;24058;2605301
FAGUNDES VARELA;RS;84930;4307864
FAGUNDES;PB;20230;2506103
FAINA;GO;92223;5207535
FAMA;MG;45039;3125200
FARIA LEMOS;MG;45055;3125309
FARIAS BRITO;CE;13870;2304301
FAROL;PR;74306;4107553
FARO;PA;4596;1503002
FARROUPILHA;RS;86550;4307906
FARTURA DO PIAUÍ;PI;10260;2203750
FARTURA;SP;64092;3515400
FAXINAL DO SOTURNO;RS;86576;4308003
FAXINAL DOS GUEDES;SC;81035;4205308
FAXINALZINHO;RS;86029;4308052
FAXINAL;PR;75493;4107603
FAZENDA NOVA;GO;93530;5207600
FAZENDA RIO GRANDE;PR;74322;4107652
FAZENDA VILANOVA;RS;88366;4308078
FEIJÓ;AC;1139;1200302
FEIRA DA MATA;BA;35149;2910776
FEIRA DE SANTANA;BA;35157;2910800
FEIRA GRANDE;AL;27510;2702603
FEIRA NOVA DO MARANHÃO;MA;7528;2104073
FEIRA NOVA;PE;24074;2605400
FEIRA NOVA;SE;31437;2802205
FELIPE GUERRA;RN;16730;2403707
FELISBURGO;MG;45110;3125606
FELIXLÂNDIA;MG;45136;3125705
FELIZ DESERTO;AL;27537;2702702
FELIZ NATAL;MT;90786;5103700
FELIZ;RS;86592;4308102
FELÍCIO DOS SANTOS;MG;45071;3125408
FERNANDES PINHEIRO;PR;75345;4107736
FERNANDES TOURINHO;MG;45152;3125804
FERNANDO DE NORONHA;PE;30015;2605459
FERNANDO FALCÃO;MA;7544;2104081
FERNANDO PEDROZA;RN;16144;2403756
FERNANDO PRESTES;SP;64130;3515608
FERNANDÓPOLIS;SP;64114;3515509
FERNÃO;SP;62286;3515657
FERRAZ DE VASCONCELOS;SP;64157;3515707
FERREIRA GOMES;AP;6114;1600238
FERREIROS;PE;24090;2605509
FERROS;MG;45179;3125903
FERVEDOURO;MG;40207;3125952
FIGUEIRA;PR;84573;4107751
FIGUEIRÃO;MS;55069;5003900
FIGUEIRÓPOLIS D'OESTE;MT;99031;5103809
FIGUEIRÓPOLIS;TO;96679;1707652
FILADÉLFIA;BA;30910;2910859
FILADÉLFIA;TO;93556;1707702
FIRMINO ALVES;BA;35173;2910909
FIRMINÓPOLIS;GO;93572;5207808
FLEXEIRAS;AL;27553;2702801
FLOR DA SERRA DO SUL;PR;74349;4107850
FLOR DO SERTÃO;SC;81604;4205357
FLORA RICA;SP;64173;3515806
FLORAÍ;PR;75531;4107801
FLOREAL;SP;64190;3515905
FLORES DA CUNHA;RS;86614;4308201
FLORES DE GOIÁS;GO;93599;5207907
FLORES DO PIAUÍ;PI;10758;2203800
FLORESTA AZUL;BA;35190;2911006
FLORESTA DO ARAGUAIA;PA;4561;1503044
FLORESTA DO PIAUÍ;PI;12637;2203859
FLORESTAL;MG;45195;3126000
FLORESTA;PE;24139;2605707
FLORESTA;PR;75558;4107900
FLORESTÓPOLIS;PR;75574;4108007
FLORES;PE;24112;2605608
FLORIANO PEIXOTO;RS;88242;4308250
FLORIANO;PI;10774;2203909
FLORIANÓPOLIS;SC;81051;4205407
FLORÂNIA;RN;16756;2403806
FLORÍNEA;SP;64238;3516101
FLÓRIDA PAULISTA;SP;64211;3516002
FLÓRIDA;PR;75590;4108106
FONTE BOA;AM;2330;1301605
FONTOURA XAVIER;RS;86630;4308300
FORMIGA;MG;45217;3126109
FORMIGUEIRO;RS;86657;4308409
FORMOSA DA SERRA NEGRA;MA;7560;2104099
FORMOSA DO OESTE;PR;75612;4108205
FORMOSA DO RIO PRETO;BA;35211;2911105
FORMOSA DO SUL;SC;80888;4205431
FORMOSA;GO;93610;5208004
FORMOSO DO ARAGUAIA;TO;93653;1708205
FORMOSO;GO;93637;5208103
FORMOSO;MG;45233;3126208
FORQUETINHA;RS;89222;4308433
FORQUILHA;CE;15911;2304350
FORQUILHINHA;SC;81060;4205456
FORTALEZA DE MINAS;MG;45250;3126307
FORTALEZA DO TABOCÃO;TO;73199;1708254
FORTALEZA DOS NOGUEIRAS;MA;7790;2104107
FORTALEZA DOS VALOS;RS;98272;4308458
FORTALEZA;CE;13897;2304400
FORTIM;CE;13501;2304459
FORTUNA DE MINAS;MG;45276;3126406
FORTUNA;MA;7811;2104206
FOZ DO IGUAÇU;PR;75639;4108304
FOZ DO JORDÃO;PR;75361;4108452
FRAIBURGO;SC;81078;4205506
FRANCA;SP;64254;3516200
FRANCINÓPOLIS;PI;10790;2204006
FRANCISCO ALVES;PR;79774;4108320
FRANCISCO AYRES;PI;10812;2204105
FRANCISCO BADARÓ;MG;45292;3126505
FRANCISCO BELTRÃO;PR;75655;4108403
FRANCISCO DANTAS;RN;16772;2403905
FRANCISCO DUMONT;MG;45314;3126604
FRANCISCO MACEDO;PI;12378;2204154
FRANCISCO MORATO;SP;64270;3516309
FRANCISCO SANTOS;PI;10839;2204204
FRANCISCO SÁ;MG;45330;3126703
FRANCISCÓPOLIS;MG;40223;3126752
FRANCO DA ROCHA;SP;64297;3516408
FRECHEIRINHA;CE;13919;2304509
FREDERICO WESTPHALEN;RS;86673;4308508
FREI GASPAR;MG;45357;3126802
FREI INOCÊNCIO;MG;45373;3126901
FREI LAGONEGRO;MG;42064;3126950
FREI MARTINHO;PB;20257;2506202
FREI MIGUELINHO;PE;24155;2605806
FREI PAULO;SE;31453;2802304
FREI ROGÉRIO;SC;81329;4205555
FRONTEIRA DOS VALES;MG;49352;3127057
FRONTEIRAS;PI;10855;2204303
FRONTEIRA;MG;45390;3127008
FRUTA DE LEITE;MG;42080;3127073
FRUTAL;MG;45411;3127107
FRUTUOSO GOMES;RN;17515;2404002
FUNDÃO;ES;56430;3202207
FUNILÂNDIA;MG;45438;3127206
FÁTIMA DO SUL;MS;90751;5003801
FÁTIMA;BA;30899;2910750
FÁTIMA;TO;96830;1707553
FÊNIX;PR;75515;4107702
GABRIEL MONTEIRO;SP;64319;3516507
GADO BRAVO;PB;19623;2506251
GALILÉIA;MG;45454;3127305
GALINHOS;RN;16799;2404101
GALVÃO;SC;81094;4205605
GAMELEIRA DE GOIÁS;GO;93564;5208152
GAMELEIRAS;MG;42102;3127339
GAMELEIRA;PE;24171;2605905
GANDU;BA;35238;2911204
GARANHUNS;PE;24198;2606002
GARARU;SE;31496;2802403
GARIBALDI;RS;86690;4308607
GAROPABA;SC;81132;4205704
GARRAFÃO DO NORTE;PA;5878;1503077
GARRUCHOS;RS;86720;4308656
GARUVA;SC;81159;4205803
GARÇA;SP;64351;3516705
GASPAR;SC;81175;4205902
GASTÃO VIDIGAL;SP;64378;3516804
GAURAMA;RS;86711;4308706
GAVIÃO PEIXOTO;SP;62308;3516853
GAVIÃO;BA;30937;2911253
GAÚCHA DO NORTE;MT;90824;5103858
GEMINIANO;PI;10782;2204352
GENERAL CARNEIRO;MT;90778;5103908
GENERAL CARNEIRO;PR;75671;4108502
GENERAL CÂMARA;RS;86738;4308805
GENERAL MAYNARD;SE;31470;2802502
GENERAL SALGADO;SP;64394;3516903
GENERAL SAMPAIO;CE;13935;2304608
GENTIL;RS;86746;4308854
GENTIO DO OURO;BA;35254;2911303
GETULINA;SP;64416;3517000
GETÚLIO VARGAS;RS;86770;4308904
GILBUÉS;PI;10871;2204402
GIRAU DO PONCIANO;AL;27570;2702900
GIRUÁ;RS;86797;4309001
GLAUCILÂNDIA;MG;42129;3127354
GLICÉRIO;SP;64432;3517109
GLORINHA;RS;85502;4309050
GLÓRIA D'OESTE;MT;90204;5103957
GLÓRIA DE DOURADOS;MS;90794;5004007
GLÓRIA DO GOITÁ;PE;24210;2606101
GLÓRIA;BA;35270;2911402
GODOFREDO VIANA;MA;7838;2104305
GODOY MOREIRA;PR;74004;4108551
GOIABEIRA;MG;42145;3127370
GOIANA;PE;24236;2606200
GOIANDIRA;GO;93696;5208509
GOIANINHA;RN;16810;2404200
GOIANIRA;GO;93750;5208806
GOIANORTE;TO;92240;1708304
GOIANÁPOLIS;GO;93670;5208400
GOIANÁ;MG;42161;3127388
GOIANÉSIA DO PARÁ;PA;4006;1503093
GOIANÉSIA;GO;93718;5208608
GOIATINS;TO;95338;1709005
GOIATUBA;GO;93793;5209101
GOIOERÊ;PR;75698;4108601
GOIOXIM;PR;75388;4108650
GOIÁS;GO;93777;5208905
GOIÂNIA;GO;93734;5208707
GONGOGI;BA;35297;2911501
GONZAGA;MG;45497;3127503
GONÇALVES DIAS;MA;7854;2104404
GONÇALVES;MG;45470;3127404
GOUVEIA;MG;45519;3127602
GOUVELÂNDIA;GO;92266;5209150
GOVERNADOR ARCHER;MA;7870;2104503
GOVERNADOR CELSO RAMOS;SC;81116;4206009
GOVERNADOR DIX-SEPT ROSADO;RN;16837;2404309
GOVERNADOR EDISON LOBÃO;MA;7609;2104552
GOVERNADOR EUGÊNIO BARROS;MA;7897;2104602
GOVERNADOR JORGE TEIXEIRA;RO;612;1101005
GOVERNADOR LINDENBERG;ES;56308;3202256
GOVERNADOR LUIZ ROCHA;MA;7625;2104628
GOVERNADOR MANGABEIRA;BA;35319;2911600
GOVERNADOR NEWTON BELLO;MA;7641;2104651
GOVERNADOR NUNES FREIRE;MA;7668;2104677
GOVERNADOR VALADARES;MG;45535;3127701
GRACCHO CARDOSO;SE;31518;2802601
GRAJAÚ;MA;7935;2104800
GRAMADO DOS LOUREIROS;RS;86762;4309126
GRAMADO XAVIER;RS;86789;4309159
GRAMADO;RS;86819;4309100
GRANDES RIOS;PR;79596;4108700
GRANITO;PE;24252;2606309
GRANJA;CE;13951;2304707
GRANJEIRO;CE;13978;2304806
GRAVATAL;SC;81213;4206207
GRAVATAÍ;RS;86835;4309209
GRAVATÁ;PE;24279;2606408
GRAÇA ARANHA;MA;7919;2104701
GRAÇA;CE;13064;2304657
GROAÍRAS;CE;13994;2304905
GROSSOS;RN;16853;2404408
GRUPIARA;MG;45578;3127909
GRÃO MOGOL;MG;45551;3127800
GRÃO-PARÁ;SC;81191;4206108
GUABIJU;RS;84867;4309258
GUABIRUBA;SC;81230;4206306
GUADALUPE;PI;10898;2204501
GUAIMBÉ;SP;64475;3517307
GUAIRAÇÁ;PR;75736;4108908
GUAIÇARA;SP;64459;3517208
GUAIÚBA;CE;13242;2304954
GUAJARÁ-MIRIM;RO;19;1100106
GUAJARÁ;AM;2020;1301654
GUAJERU;BA;30953;2911659
GUAMARÉ;RN;16870;2404507
GUAMIRANGA;PR;75426;4108957
GUANAMBI;BA;35335;2911709
GUANHÃES;MG;45594;3128006
GUAPIARA;SP;64530;3517604
GUAPIAÇU;SP;64513;3517505
GUAPIMIRIM;RJ;58106;3301850
GUAPIRAMA;PR;75752;4109005
GUAPOREMA;PR;75779;4109104
GUAPORÉ;RS;86878;4309407
GUAPÉ;MG;45616;3128105
GUAPÓ;GO;93815;5209200
GUARABIRA;PB;20273;2506301
GUARACIABA DO NORTE;CE;14010;2305001
GUARACIABA;MG;45632;3128204
GUARACIABA;SC;81256;4206405
GUARACIAMA;MG;42188;3128253
GUARACI;PR;75795;4109203
GUARACI;SP;64599;3517901
GUARAMIRANGA;CE;14036;2305100
GUARAMIRIM;SC;81272;4206504
GUARANI D'OESTE;SP;64610;3518008
GUARANI DAS MISSÕES;RS;86894;4309506
GUARANI DE GOIÁS;GO;93831;5209408
GUARANIAÇU;PR;75817;4109302
GUARANI;MG;45675;3128402
GUARANTÃ DO NORTE;MT;99058;5104104
GUARANTÃ;SP;64637;3518107
GUARANÉSIA;MG;45659;3128303
GUARAPARI;ES;56472;3202405
GUARAPUAVA;PR;75833;4109401
GUARAQUEÇABA;PR;75850;4109500
GUARARAPES;SP;64653;3518206
GUARAREMA;SP;64670;3518305
GUARARÁ;MG;45691;3128501
GUARATINGA;BA;35351;2911808
GUARATINGUETÁ;SP;64696;3518404
GUARATUBA;PR;75876;4109609
GUARAÇAÍ;SP;64572;3517802
GUARAÍTA;GO;93149;5209291
GUARAÍ;TO;96270;1709302
GUARDA-MOR;MG;45713;3128600
GUAREÍ;SP;64718;3518503
GUARIBAS;PI;10804;2204550
GUARIBA;SP;64734;3518602
GUARINOS;GO;92860;5209457
GUARUJÁ DO SUL;SC;81299;4206603
GUARUJÁ;SP;64750;3518701
GUARULHOS;SP;64777;3518800
GUARÁ;SP;64556;3517703
GUATAMBÚ;SC;80527;4206652
GUATAPARÁ;SP;61107;3518859
GUAXUPÉ;MG;45730;3128709
GUAÇUÍ;ES;56456;3202306
GUAÍBA;RS;86851;4309308
GUAÍRA;PR;75710;4108809
GUAÍRA;SP;64491;3517406
GUIA LOPES DA LAGUNA;MS;90816;5004106
GUIDOVAL;MG;45756;3128808
GUIMARÂNIA;MG;45772;3128907
GUIMARÃES;MA;7951;2104909
GUIRATINGA;MT;90832;5104203
GUIRICEMA;MG;45799;3129004
GURINHATÃ;MG;45810;3129103
GURINHÉM;PB;20290;2506400
GURJÃO;PB;20311;2506509
GURUPI;TO;93858;1709500
GURUPÁ;PA;4618;1503101
GUZOLÂNDIA;SP;64793;3518909
GÁLIA;SP;64335;3516606
HARMONIA;RS;85189;4309555
HEITORAÍ;GO;93874;5209606
HELIODORA;MG;45837;3129202
HELIÓPOLIS;BA;30970;2911857
HERCULÂNDIA;SP;64815;3519006
HERVAL D'OESTE;SC;81310;4206702
HERVAL;RS;86398;4307104
HERVEIRAS;RS;88323;4309571
HIDROLINA;GO;93912;5209804
HIDROLÂNDIA;CE;14052;2305209
HIDROLÂNDIA;GO;93890;5209705
HOLAMBRA;SP;61743;3519055
HONÓRIO SERPA;PR;74365;4109658
HORIZONTE;CE;13188;2305233
HORIZONTINA;RS;86916;4309605
